"","SurveyType","UniqueID_long","UniqueID_short","TimeTaken","StartDate","StartTime","CompletionDate","CompletionTime","Q1_aware_stork","Q2_photo_recog","Q2_photo_recog_score","Q3_is_native","Q3_is_native_explain","Q4.1_migrate","Q4.1_migrate_score","Q4.2_wingspan","Q4.2_wingspan_score","Q4.3_globallyrare","Q4.3_globallyrare_score","Q4_overallscore","Q5a_amphibians_diet","Q5b_birdeggs.chicks_diet","Q5c_carrion_diet","Q5d_fish_diet","Q5e_foodwaste_diet","Q5f_fruit_diet","Q5g_inverts_diet","Q5h_reptiles_diet","Q5i_seeds_diet","Q5j_smallmammals_diet","Q5k_vegetation_diet","Q5l_Don.tKnow_diet","Q5_rawscore_diet","Q5_diet_overallscore","Q6a_farmland_habitat","Q6b_grassland_habitat","Q6c_wetlands_habitat","Q6d_woodland_habitat","Q6e_urban_habitat","Q6f_Don.tKnow_habitat","Q6_habitat_rawscore","Q6_habitat_overallscore","Q7a_chimneys_nesting","Q7b_ground_nesting","Q7c_roofs_nesting","Q7d_telegraphpoles_nesting","Q7e_trees_nesting","Q7f_Don.tKnow_nesting","Q7_nesting_rawscore","Q7_nesting_overallscore","KnowledgeScore","Q8_wild_seen","Q8_captivity_seen","Q8_pictures_video","Q8_No","Q8_NotSure","Q8.1_UK","Q8.1_OutsideUK","Q8.2_feelings","Q9_heard","Q9a_what_heard","Q10_project_knowledge","Q10a_WSPwebsite","Q10a_Socialmedia","Q10a_TV.Radio","Q10a_Newspaper","Q10a_Email","Q10a_Magazine","Q10a_Leaflet","Q10a_spokesperson","Q10a_VisitingKnepp","Q10a_Wordofmouth","Q10a_Other","Q10a_Other_open","Q10b_WSPwebsite","Q10b_Socialmedia","Q10b_TV.Radio","Q10b_Newspaper","Q10b_Email","Q10b_Magazine","Q10b_Leaflet","Q10b_spokesperson","Q10b_NotInterested","Q10b_Other","Q10b_Other_open","Q11_word1","Q11_word2","Q11_word3","Q12.1..White.storks.symbolise.the.beauty.of.nature.","Q12.1_agreement_score","Q12.2..White.storks.play.an.important.role.in.their.environment.","Q12.2_agreement_score","Q12.3..Reintroduced.white.storks.may.have.a.negative.impact.on.my.life.","Q12.3_agreement_score","Q12.4..I.do.not.want.white.storks.living.near.me.","Q12.4_agreement_score","Q12.5..White.storks.in.England.could.benefit.the.tourism.industry.where.they.re.found.","Q12.5_agreement_score","Q13.1..I.would.find.it.exciting.to.see.white.storks.in.the.wild.in.England.","Q13.1_agreement_score","Q13.2..White.storks.symbolise.hope..rebirth.and.new.life.","Q13.2_agreement_score","Q13.3..Money.spent.reintroducing.white.storks.would.be.better.spent.elsewhere.","Q13.3_agreement_score","Q13.4..White.storks.might.be.detrimental.to.local.wildlife.","Q13.4_agreement_score","Q13.5..There.is.no.need.to.reintroduce.the.white.stork.to.England.as.it.is.a.common.species.throughout.mainland.Europe.","Q13.5_agreement_score","Q14.1..I.think.white.storks.are.useless.birds.","Q14.1_agreement_score","Q14.2..White.storks.are.part.of.our.cultural.and.natural.heritage.","Q14.2_agreement_score","Q14.3..The.reintroduced.white.stork.can.help.people..re.connect.with.the.natural.world.","Q14.3_agreement_score","Q14.4..The.countryside.will.be.worse.off.with.white.storks.around.","Q14.4_agreement_score","OverallAttitudeScore","Q14.5..Overall..I.support.efforts.that.aim.to.reintroduce.the.UK.s.lost.species.and.restore.its.natural.systems.","Q14.5_agreement_score","Q15_WSP_support","Q15_WSP_support_open","Q16_views_management","Q16_views_management_open","Q17.1_Nest_monitoring","Q17.2_Nesting_platforms","Q17.3_Discouragenestbuilding","Q17.4_Nest_removal","Q17.5_Tracking","Q17.6_Public_engagement","Q17.7_Supplementary_food","Q17.8_compensation_storkdamage","Q17.9_Stork_relocation","Q17.10_Culling","Q17_11.management.not.needed","Q17.12_Don.tknow","Q17.13_other","Q17.13a_other_open","Q18_exp_nature","Q18a_dogwalking","Q18a_walking","Q18a_running.cycling","Q18a.golf","Q18a.picnic","Q18a.horse.riding","Q18a.bird.wildlife.watching","Q18a.photography","Q18a.camping","Q18a.fishing","Q18a.shooting.hunting","Q18a.water.sports.swimming","Q18a.gardening","Q18a.don.t.spend.free.time.in.green.natural.spaces","Q18a_other","Q18a_other_open","Q19.1..I.find.being.in.nature.really.amazing","Q19.1.score","Q19.2..Spending.time.in.nature.is.very.important.to.me","Q19.2.score","Q19.3..Being.in.nature.makes.me.very.happy","Q19.3.score","Q19.4..I.always.find.beauty.in.nature","Q19.4.score","Q19.5..I.always.treat.nature.with.respect","Q19.5.score","Q19.6..I.feel.part.of.nature","Q19.6.score","NCI","Q20.1..Damage.to.the.natural.environment","Q20.2..The.consequences.of.a.loss.of.variety.of.wildlife","EnvConcern.score","Q21.1..When.I.see.litter..I.pick.it.up","Q21.1.score","Q21.2..I.vote.for.nature.or.wildlife.conservation.friendly.legislation.in.local.or.national.referendums.votes.etc.","Q21.2.score","Q21.3..I.get.in.touch.with.local.authorities.on.nature.conservation.issues","Q21.3.score","Q21.4..I.vote.for.parties..candidates.with.strong.pro.nature.conservation.policies.in.elections","Q21.4.score","ProCoBS","Q22....Are.you.a.member.of.any.environmental..wildlife.or.conservation.organisations.","Q22.a..Which.ones...Optional..","Q23.1..I.pay.attention.to.birds.wherever.I.go.","Q23.1..Score","Q23.2..I.can.identify.common.birds.in.my.area.","Q23.2.Score","Q23.3..Seeing.a.new.bird.fills.me.with.excitement.","Q23.3.Score","Q23.4..I.am.not.interested.in.birds.","Q24.4.score","BirdInterestScore","Age_group","Gender","Gender_other","Region","County","Area_type","Postcode","ReleaseSite","Q27_Knepp_visit","Q27.a_Knepp_activity","Q27.a_Knepp_activity_other","Education","Education_other","Occupation","Occupation_other","Q30_Press","Q30_TV.Radio","Q30_Facebook","Q30_Twitter","Q30_Social_media","Q30_Durrell.WSP","Q30_Other_wildlife.nature.org.","Q30_Farming_org.","Q30_Business_org.","Q30_Tourism_org.","Q30_Local_council","Q30_Friend.family","Q30_Researcher","Q30_other","Q30.a_Other_open","Q31_comments","Age_group_match","SecsTaken"
"2870","NatRep","692676-692667-71724459",477,"00:04:34","03/02/2021","09:36:45","03/02/2021","09:41:19","Yes","A",0,"Not sure","Dont know","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","Babies","White","Butter","Agree",4,"Agree",4,"Agree",2,"Don't know",NA,"Don't know",NA,"Agree",4,"Agree",4,"Agree",2,"Agree",2,"Agree",2,"Don't know",NA,"Agree",4,"Agree",4,"Disagree",4,NA,"Agree",4,"Not sure","Dont know","Not sure","",1,0,0,0,0,0,0,0,0,0,0,0,0,"","3-4 days",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Concerned","Concerned",8,"Frequently",5,"Frequently",5,"Sometimes",4,"Occasionally",3,17,"No","","Agree",4,"Neither agree or disagree",3,"Neither agree or disagree",3,"Agree",2,12,"35-44","Female","","Scotland",NA,"Rural","Ml11","No","No","","","Postgraduate degree (Masters; Doctorate)","","Transport","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",79
"2889","NatRep","692676-692667-71725099",496,"00:02:57","03/02/2021","09:44:15","03/02/2021","09:47:12","No","D",0,"No","","Don't know",0,"Don't know",0,"Don't know",0,0,1,1,0,0,0,0,1,1,0,0,0,0,7,0.6,0,1,1,0,0,0,4,0.8,0,0,1,0,1,0,3,0.6,2,0,0,0,0,1,NA,NA,"","Not sure","","I know a lot about it",0,0,0,1,0,0,0,0,0,0,0,"",0,0,1,0,0,0,0,0,0,0,"","","","","Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Don't know",NA,"Not sure","","Not sure","",0,0,0,0,1,0,0,0,0,0,0,0,0,"","Every day, 7 days",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Occasionally",3,"Rarely",2,"Occasionally",3,"Sometimes",4,12,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"35-44","Female","","Greater London",NA,"Urban","E1","No","No","","","Further Education","","Building & Maintenance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",23
"2898","NatRep","692676-692667-71725353",505,"00:02:19","03/02/2021","09:47:37","03/02/2021","09:49:56","Yes","D",0,"Yes","","TRUE",1,"FALSE",0,"FALSE",1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0.8,0,0,1,1,0,0,3,0.6,3.4,0,1,0,0,0,NA,NA,"","No","","I know something about it",0,0,1,1,0,0,0,0,0,0,0,"",0,0,1,0,0,0,1,0,0,0,"","","","","Disagree",2,"Neutral",3,"Neutral",3,"Agree",2,"Neutral",3,"Strongly agree",5,"Agree",4,"Agree",2,"Agree",2,"Strongly agree",1,"Agree",2,"Neutral",3,"Neutral",3,"Strongly agree",1,2.57,"Neutral",3,"No","","Yes","",0,0,0,0,0,0,0,1,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"","Completely disagree",1,"Strongly disagree",2,"Disagree",3,"Disagree",3,"Neither agree or disagree",4,"Neither agree or disagree",4,11,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Rarely",2,"Occasionally",3,"Rarely",2,"Occasionally",3,10,"Yes","","Agree",4,"Neither agree or disagree",3,"Agree",4,"Agree",2,13,"25-34","Male","","West Midlands",NA,"Urban","Ws12","No","No","","","Undergraduate degree","","Architecture, Energy & Engineering","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",7
"2905","NatRep","692676-692667-71725415",512,"00:04:38","03/02/2021","09:48:15","03/02/2021","09:52:53","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0,1,1,0,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Not sure","","Yes","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Disagree",3,"Disagree",3,"Disagree",3,"Disagree",3,"Disagree",3,"Disagree",3,11,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Never",1,"Never",1,"Never",1,"Never",1,4,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"18-24","Female","","South East",NA,"Urban","TN4","Wadhurst","No","","","Further Education","","Other","Digital marketing ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",82
"2908","NatRep","692676-692667-71725721",515,"00:03:02","03/02/2021","09:51:26","03/02/2021","09:54:28","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0.4,0.4,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,1,0,0,0,0,0,"","","","","Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,"Strongly disagree",5,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,"Strongly disagree",5,"Strongly disagree",5,"Strongly disagree",5,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,3,"Strongly disagree",1,"No","","No","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Completely disagree",1,"Completely disagree",1,"Completely disagree",1,"Completely disagree",1,"Completely disagree",1,"Completely disagree",1,0,"Not at all concerned","Not at all concerned",2,"Never",1,"Never",1,"Never",1,"Never",1,4,"No","","Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,8,"35-44","Female","","Yorkshire and the Humber",NA,"Urban","HX1","No","No","","","Postgraduate degree (Masters; Doctorate)","","Education","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",25
"2916","NatRep","692676-692667-71725991",523,"00:02:43","03/02/2021","09:54:53","03/02/2021","09:57:36","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0.5,0,0,0,1,0,0,1,0.2,1,0,1,1,0,0,4,0.8,1.5,0,0,0,0,1,NA,NA,"","Not sure","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,1,0,0,0,0,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Strongly disagree",5,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,3,"Strongly disagree",1,"Not sure","","Not sure","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Completely disagree",1,"Completely disagree",1,"Completely disagree",1,"Completely disagree",1,"Completely disagree",1,"Completely disagree",1,0,"Not at all concerned","Not at all concerned",2,"Never",1,"Never",1,"Never",1,"Never",1,4,"No","","Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",1,"Strongly disagree",5,8,"35-44","Female","","Yorkshire and the Humber",NA,"Urban","HX1 ","No","No","","","Postgraduate degree (Masters; Doctorate)","","Education","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",15
"2924","NatRep","692676-692667-71725897",531,"00:05:17","03/02/2021","09:53:39","03/02/2021","09:58:56","No","D",0,"Yes","","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,0,0,0,1,0,1,0,0,0,3,0.3,0,0,1,0,0,0,3,0.6,0,0,0,0,1,0,2,0.4,3.3,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,1,1,0,0,0,0,0,0,"","Rare","Endangered","","Agree",4,"Agree",4,"Disagree",4,"Strongly disagree",5,"Neutral",3,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Strongly disagree",5,"Strongly disagree",5,"Neutral",3,"Agree",4,"Disagree",4,3.93,"Strongly agree",5,"Yes","","Not sure","",1,1,0,0,1,1,1,0,1,0,0,0,0,"","3-4 days",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"","Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,100,"Extremely concerned","Extremely concerned",10,"Never",1,"Very Frequently",6,"Never",1,"Very Frequently",6,14,"No","","Agree",4,"Agree",4,"Neither agree or disagree",3,"Strongly disagree",5,16,"35-44","Male","","Greater London",NA,"Urban","n22","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Computer & Mathematical","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",111
"2941","NatRep","692676-692667-71726686",548,"00:05:02","03/02/2021","10:03:15","03/02/2021","10:08:17","No","D",0,"Yes","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0.5,0,0,1,0,0,0,3,0.6,0,0,0,0,0,1,0,0,1.1,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Bird","","","Agree",4,"Strongly agree",5,"Agree",2,"Strongly disagree",5,"Agree",4,"Strongly agree",5,"Don't know",NA,"Agree",2,"Neutral",3,"Strongly disagree",5,"Strongly disagree",5,"Neutral",3,"Agree",4,"Strongly disagree",5,NA,"Strongly agree",5,"Yes","","No","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","3-4 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Strongly agree",6,"Neither agree or disagree",4,"Agree",5,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,47,"Concerned","Concerned",8,"Sometimes",4,"Never",1,"Never",1,"Never",1,7,"No","","Neither agree or disagree",3,"Agree",4,"Strongly agree",5,"Strongly disagree",5,17,"25-34","Male","","Greater London",NA,"Urban","E1","No","No","","","Further Education","","Sales","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",98
"2955","NatRep","692676-692667-71727289",562,"00:04:25","03/02/2021","10:11:19","03/02/2021","10:15:44","No","D",0,"Yes","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","","","","Agree",4,"Agree",4,"Disagree",4,"Disagree",4,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Agree",2,"Disagree",4,"Disagree",4,"Agree",4,"Agree",4,"Disagree",4,3.71,"Neutral",3,"Yes","","No","",0,0,0,0,0,1,0,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Concerned","Concerned",8,"Sometimes",4,"Rarely",2,"Never",1,"Never",1,8,"No","","Agree",4,"Neither agree or disagree",3,"Neither agree or disagree",3,"Disagree",4,14,"45-54","Female","","South East",NA,"Sub-urban","","No","No","","","Further Education","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","45-54",73
"2959","NatRep","692676-692667-71727428",566,"00:03:34","03/02/2021","10:13:15","03/02/2021","10:16:49","Yes","D",0,"Not sure","","TRUE",1,"FALSE",0,"TRUE",0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0.5,0,0,1,0,0,0,3,0.6,1,0,1,1,0,0,4,0.8,2.9,0,0,1,0,0,NA,NA,"","Yes","H","I know something about it",1,0,0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,"","","","","Strongly agree",5,"Agree",4,"Agree",2,"Agree",2,"Agree",4,"Strongly agree",5,"Strongly agree",5,"Strongly agree",1,"Strongly agree",1,"Agree",2,"Strongly agree",1,"Strongly agree",5,"Agree",4,"Strongly agree",1,3,"Strongly agree",5,"Yes","Hu","Yes","Hj",0,1,0,0,0,0,0,0,0,0,0,0,0,"","5-6 days",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"","Strongly disagree",2,"Completely agree",7,"Agree",5,"Strongly agree",6,"Agree",5,"Completely agree",7,62,"Concerned","Neither concerned or unconcerned",7,"Frequently",5,"Sometimes",4,"Frequently",5,"Frequently",5,19,"Yes","Hj","Strongly agree",5,"Agree",4,"Strongly agree",5,"Strongly agree",1,15,"25-34","Female","","Yorkshire and the Humber",NA,"Sub-urban","","No","Yes","Walk/hiking","","Secondary school (GCSEs, A Levels or equivalent)","","Community & Social Service","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Jk","25-34",45
"2960","NatRep","692676-692667-71727504",567,"00:04:38","03/02/2021","10:14:02","03/02/2021","10:18:40","No","D",0,"No","Netherlands","TRUE",1,"TRUE",1,"Don't know",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,"Amazed","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Beautiful","Elegant","Special","Strongly agree",5,"Don't know",NA,"Strongly disagree",5,"Strongly disagree",5,"Don't know",NA,"Strongly agree",5,"Strongly agree",5,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Strongly disagree",5,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Don't know",NA,"Not sure","Uninformed","Not interested","Not for me",0,0,0,0,0,0,0,0,0,0,0,1,0,"","3-4 days",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,"Completely agree",7,100,"Concerned","Concerned",8,"Never",1,"Rarely",2,"Never",1,"Never",1,5,"No","","Agree",4,"Strongly disagree",1,"Neither agree or disagree",3,"Neither agree or disagree",3,11,"65+","Female","","East of England",NA,"Sub-urban","CM6","No","No","","","Further Education","","Retired","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","65+",82
"2966","NatRep","692676-692667-71727703",573,"00:05:11","03/02/2021","10:15:58","03/02/2021","10:21:09","No","D",0,"No","","TRUE",1,"TRUE",1,"TRUE",0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,0,0,0,1,0,2,0.4,3.4,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,1,0,0,0,0,0,0,"","Big","White","Bird","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Not sure","","Not interested","",0,0,0,0,0,0,0,0,0,0,1,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Never",1,"Never",1,"Never",1,"Never",1,4,"No","","Neither agree or disagree",3,"Agree",4,"Neither agree or disagree",3,"Neither agree or disagree",3,13,"25-34","Female","","Scotland",NA,"Sub-urban","Pa16","No","No","","","Further Education","","Other","Security ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",106
"2967","NatRep","692676-692667-71727897",574,"00:03:06","03/02/2021","10:18:04","03/02/2021","10:21:10","Yes","D",0,"Not sure","","TRUE",1,"TRUE",1,"Don't know",0,2,0,1,0,1,0,0,0,0,0,0,0,0,5,0.5,0,0,1,0,0,0,3,0.6,0,0,0,0,0,1,0,0,3.1,0,0,0,0,1,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","Bird","Big","White","Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Agree",4,"Agree",4,"Agree",4,"Agree",2,"Disagree",4,"Neutral",3,"Agree",2,"Neutral",3,"Neutral",3,"Neutral",3,3.29,"Agree",4,"Not sure","","Yes","",0,0,0,0,1,0,0,0,0,0,0,0,0,"","1-2 days",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Disagree",3,"Disagree",3,"Disagree",3,14,"Concerned","Concerned",8,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"No","","Neither agree or disagree",3,"Agree",4,"Neither agree or disagree",3,"Neither agree or disagree",3,13,"45-54","Female","","East of England",NA,"Rural","SG19","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Unemployed","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","45-54",28
"2968","NatRep","692676-692667-71727742",575,"00:05:13","03/02/2021","10:16:22","03/02/2021","10:21:35","No","Don't know",0,"No","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","","","","Strongly agree",5,"Agree",4,"Strongly disagree",5,"Strongly disagree",5,"Strongly agree",5,"Strongly agree",5,"Agree",4,"Strongly disagree",5,"Neutral",3,"Strongly disagree",5,"Strongly disagree",5,"Neutral",3,"Agree",4,"Strongly disagree",5,4.5,"Strongly agree",5,"Yes","","Not sure","",0,1,0,0,1,0,0,0,0,0,0,0,0,"","5-6 days",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"","Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,59,"Extremely concerned","Extremely concerned",10,"Sometimes",4,"Sometimes",4,"Rarely",2,"Sometimes",4,14,"No","","Neither agree or disagree",3,"Agree",4,"Agree",4,"Disagree",4,15,"25-34","Female","","North West",NA,"Sub-urban","La14","No","No","","","Undergraduate degree","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",108
"2983","NatRep","692676-692667-71728396",590,"00:05:22","03/02/2021","10:23:06","03/02/2021","10:28:28","No","D",0,"Not sure","","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0.4,0,0,0,1,0,0,1,0.2,0,0,1,0,0,0,2,0.4,3,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Yes","","Not sure","",1,1,0,0,0,0,0,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,21,"Concerned","Concerned",8,"Occasionally",3,"Occasionally",3,"Occasionally",3,"Occasionally",3,12,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"25-34","Female","","South West",NA,"Sub-urban","Dn21","No","No","","","Further Education","","Sales","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",116
